state_id,state_index,sandbox,game,round,agent,arm,round_bin,pair_type,level,sent_effort,binary_collapsed,replicate,reasoning_budget,answer_tokens,max_tokens,seed,prompt_sha256,tools_sha256,hash_matches_log,reasoning_tokens,completion_tokens,prompt_tokens,finish_reason,latency_ms,iterations,action,parse_ok,fallback_flag,board_calls,read_calls,post_calls,decoy_calls,tool_call_names,forced_answer,trace_location,reasoning_chars,raw_chars,estimated_cost,cost_source,error
B2-forbidden-off-ahead:g203:r19:A20,7,B2-forbidden-off-ahead,203,19,A20,ahead,mid,llm-llm,low,low,False,1,8192,768,8960,1319019244,bf9cdc9b9dd5b0b0cfb1cbed40dc9715bc1a83ce0064f8aba2b5d7c5a5025c0b,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,414,418,814,stop,6085,1,D,True,,0,0,0,0,,False,field,1238,1,0.00011256,provider,
B2-forbidden-off-ahead:g203:r19:A20,7,B2-forbidden-off-ahead,203,19,A20,ahead,mid,llm-llm,high,high,False,1,12288,768,13056,1319019244,bf9cdc9b9dd5b0b0cfb1cbed40dc9715bc1a83ce0064f8aba2b5d7c5a5025c0b,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,4132,4136,892,stop,43874,1,D,True,,0,0,0,0,,False,field,12491,1,0.00077496,provider,
B2-forbidden-off-ahead:g203:r19:A20,7,B2-forbidden-off-ahead,203,19,A20,ahead,mid,llm-llm,high,high,False,2,12288,768,13056,1836903434,bf9cdc9b9dd5b0b0cfb1cbed40dc9715bc1a83ce0064f8aba2b5d7c5a5025c0b,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,2683,2687,892,stop,30166,1,D,True,,0,0,0,0,,False,field,8970,1,0.00050262,provider,
B2-forbidden-off-ahead:g203:r19:A20,7,B2-forbidden-off-ahead,203,19,A20,ahead,mid,llm-llm,max,max,False,1,12288,768,13056,1319019244,bf9cdc9b9dd5b0b0cfb1cbed40dc9715bc1a83ce0064f8aba2b5d7c5a5025c0b,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,2899,2935,1868,stop,37061,2,D,True,,0,0,0,1,workspace_clock,False,field,10170,1,0.0005943,provider,
B1-forbidden-off-ahead:g113:r20:A14,8,B1-forbidden-off-ahead,113,20,A14,ahead,mid,llm-llm,none,off,False,1,0,768,768,1679110948,bc4874460a3039dd0bb34d07763236e2bf5e9031d285293345ef15da00958146,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,0,2,814,stop,479,1,D,True,,0,0,0,0,,False,none,0,1,3.768e-05,provider,
B1-forbidden-off-ahead:g113:r20:A14,8,B1-forbidden-off-ahead,113,20,A14,ahead,mid,llm-llm,none,off,False,2,0,768,768,1936327298,bc4874460a3039dd0bb34d07763236e2bf5e9031d285293345ef15da00958146,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,0,2,814,stop,447,1,D,True,,0,0,0,0,,False,none,0,1,2.616e-05,provider,
B1-forbidden-off-ahead:g113:r20:A14,8,B1-forbidden-off-ahead,113,20,A14,ahead,mid,llm-llm,low,low,False,1,8192,768,8960,1679110948,bc4874460a3039dd0bb34d07763236e2bf5e9031d285293345ef15da00958146,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,229,234,814,stop,2969,1,D,True,,0,0,0,0,,False,field,866,1,6.792e-05,provider,
B1-forbidden-off-ahead:g113:r20:A14,8,B1-forbidden-off-ahead,113,20,A14,ahead,mid,llm-llm,high,high,False,1,12288,768,13056,1679110948,bc4874460a3039dd0bb34d07763236e2bf5e9031d285293345ef15da00958146,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,1251,1257,892,stop,13090,1,D,True,,0,0,0,0,,False,field,4380,1,0.00025674,provider,
B1-forbidden-off-ahead:g113:r20:A14,8,B1-forbidden-off-ahead,113,20,A14,ahead,mid,llm-llm,high,high,False,2,12288,768,13056,1936327298,bc4874460a3039dd0bb34d07763236e2bf5e9031d285293345ef15da00958146,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,353,357,892,stop,4038,1,D,True,,0,0,0,0,,False,field,1206,1,8.322e-05,provider,
B1-forbidden-off-ahead:g113:r20:A14,8,B1-forbidden-off-ahead,113,20,A14,ahead,mid,llm-llm,max,max,False,1,12288,768,13056,1679110948,bc4874460a3039dd0bb34d07763236e2bf5e9031d285293345ef15da00958146,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,1032,1038,905,stop,10109,1,D,True,,0,0,0,0,,False,field,3284,1,0.00022962,provider,
B1-forbidden-off-ahead:g133:r12:A02,9,B1-forbidden-off-ahead,133,12,A02,ahead,mid,llm-script,none,off,False,1,0,768,768,471051630,646fcf73694dc6c352e99db0fe033ae25aa37d9ea720f2adf478f19bcd709b9b,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,0,30,1628,stop,1445,2,C,True,,1,1,0,0,notes_read,False,none,0,1,6.852e-05,provider,
B1-forbidden-off-ahead:g133:r12:A02,9,B1-forbidden-off-ahead,133,12,A02,ahead,mid,llm-script,none,off,False,2,0,768,768,1326911795,646fcf73694dc6c352e99db0fe033ae25aa37d9ea720f2adf478f19bcd709b9b,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,0,143,1631,stop,3223,2,C,True,,0,0,0,1,workspace_clock,False,none,0,456,8.904e-05,provider,
B1-forbidden-off-ahead:g133:r12:A02,9,B1-forbidden-off-ahead,133,12,A02,ahead,mid,llm-script,low,low,False,1,8192,768,8960,471051630,646fcf73694dc6c352e99db0fe033ae25aa37d9ea720f2adf478f19bcd709b9b,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,322,326,787,stop,5397,1,D,True,,0,0,0,0,,False,field,1200,1,8.286e-05,provider,
B1-forbidden-off-ahead:g133:r12:A02,9,B1-forbidden-off-ahead,133,12,A02,ahead,mid,llm-script,high,high,False,1,12288,768,13056,471051630,646fcf73694dc6c352e99db0fe033ae25aa37d9ea720f2adf478f19bcd709b9b,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,2932,2938,865,stop,39909,1,D,True,,0,0,0,0,,False,field,10941,1,0.0005577,provider,
B1-forbidden-off-ahead:g133:r12:A02,9,B1-forbidden-off-ahead,133,12,A02,ahead,mid,llm-script,high,high,False,2,12288,768,13056,1326911795,646fcf73694dc6c352e99db0fe033ae25aa37d9ea720f2adf478f19bcd709b9b,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,2113,2149,1788,stop,25016,2,D,True,,0,0,0,1,workspace_clock,False,field,7853,1,0.00044802,provider,
B1-forbidden-off-ahead:g133:r12:A02,9,B1-forbidden-off-ahead,133,12,A02,ahead,mid,llm-script,max,max,False,1,12288,768,13056,471051630,646fcf73694dc6c352e99db0fe033ae25aa37d9ea720f2adf478f19bcd709b9b,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,1967,1973,878,stop,24310,1,D,True,,0,0,0,0,,False,field,5854,1,0.00038478,provider,
B2-forbidden-off-ahead:g144:r19:A10,10,B2-forbidden-off-ahead,144,19,A10,ahead,mid,llm-script,none,off,False,1,0,768,768,954184169,c54fd0f52f505c90c0519a583dde4137388ed19f82871afa184669054daa34fd,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,0,2,814,stop,1830,1,D,True,,0,0,0,0,,False,none,0,1,3.768e-05,provider,
B2-forbidden-off-ahead:g144:r19:A10,10,B2-forbidden-off-ahead,144,19,A10,ahead,mid,llm-script,none,off,False,2,0,768,768,1321612399,c54fd0f52f505c90c0519a583dde4137388ed19f82871afa184669054daa34fd,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,0,153,1685,stop,2954,2,D,True,,0,0,0,1,workspace_clock,False,none,0,488,8.256e-05,provider,
B2-forbidden-off-ahead:g144:r19:A10,10,B2-forbidden-off-ahead,144,19,A10,ahead,mid,llm-script,low,low,False,1,8192,768,8960,954184169,c54fd0f52f505c90c0519a583dde4137388ed19f82871afa184669054daa34fd,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,291,297,814,stop,5778,1,D,True,,0,0,0,0,,False,field,1132,1,9.078e-05,provider,
B2-forbidden-off-ahead:g144:r19:A10,10,B2-forbidden-off-ahead,144,19,A10,ahead,mid,llm-script,high,high,False,1,12288,768,13056,954184169,c54fd0f52f505c90c0519a583dde4137388ed19f82871afa184669054daa34fd,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,355,359,892,stop,4680,1,C,True,,0,0,0,0,,False,field,1313,1,9.51e-05,provider,
